gene,beta,HR (95% CI for HR),wald.test,p.value
207964_x_at,0.03854839035177348,1.039301019283098 (0.8003845251621431 - 1.3495345983408025),0.28924256962530276,0.7723957575008414
207965_at,-0.17578728263575238,0.8387963909186227 (0.6910458210653492 - 1.0181370959358895),-1.7781452790179257,0.07537999750688457
207966_s_at,-0.12859295450189545,0.8793318207679472 (0.6323286431833344 - 1.222820536995488),-0.7643221237845795,0.4446753043927806
207967_at,0.1426070129583544,1.1532764898830576 (0.9040097666986511 - 1.4712746599787052),1.1477585710143787,0.251068244384866
207968_s_at,0.024757904076460408,1.025066925958065 (0.7726136828978535 - 1.3600098289121771),0.17162632160180152,0.8637313128475701
207969_x_at,0.11737021139562584,1.1245356685568846 (0.728249009579494 - 1.7364671331127168),0.5294607061565159,0.5964858957491883
207971_s_at,-0.1548295619471761,0.8565611556586372 (0.5149255491798811 - 1.4248603794311918),-0.5963025010535324,0.5509731605424565
207972_at,0.0811696978525743,1.0845549275936952 (0.8576502093261824 - 1.371490822455346),0.6777600003685312,0.4979238764660546
207973_x_at,0.18278846854273717,1.200560424922848 (0.8312365632807601 - 1.73397730268525),0.9745109965041376,0.3298028818315363
207974_s_at,-0.0924365349208383,0.9117070706898199 (0.6294563171763342 - 1.3205202014248105),-0.4890437872055336,0.6248106971052703
207976_at,0.08481467613375096,1.0885153201371507 (0.8371768931686601 - 1.415310923941826),0.6331879024992514,0.5266109447611438
207977_s_at,0.019484045347059182,1.0196750981685745 (0.8370310152547235 - 1.242172974329609),0.1934764188539094,0.846585872167798
207978_s_at,0.0428617510371109,1.0437935814951447 (0.8165627449007209 - 1.3342575908271754),0.34217086044157957,0.7322223131280154
207979_s_at,-0.2378865008976351,0.788292156468715 (0.635988154923765 - 0.9770693355516721),-2.1717429550279905,0.0298750565894918
207980_s_at,0.015796667990574022,1.0159220949225967 (0.7345611140727528 - 1.4050535526301982),0.09547619248707664,0.9239365995044319
207981_s_at,0.045500524976055196,1.046551554028311 (0.9121741836647163 - 1.2007247901258915),0.6489320956325694,0.5163822681334862
207982_at,0.0019816006907234906,1.001983565358887 (0.8488136104082812 - 1.1827933163870863),0.02341127298484022,0.9813222129298061
207983_s_at,0.36409028083598705,1.4392041408460046 (0.9141485357047809 - 2.265833700024876),1.5723254879282886,0.11587508491780597
207984_s_at,0.21590766068668224,1.2409877817502348 (0.8767513290270925 - 1.7565421613473016),1.2179708886150835,0.2232350356067623
207985_at,-0.018656949374743565,0.981516014177539 (0.7412496908936511 - 1.2996615012756618),-0.1302423604629474,0.8963746811819613
207986_x_at,0.10605772629613505,1.1118860597179352 (0.8453184912544592 - 1.462514570053248),0.7583716729280714,0.4482285110101163
207987_s_at,-0.0054822548148994055,0.9945327453199893 (0.8458514843843578 - 1.1693487565770664),-0.06635628396669892,0.9470941737947444
207988_s_at,-0.3011652700861729,0.739955470136191 (0.39059815605043235 - 1.401783621614886),-0.923874138191983,0.355551849421086
207989_at,0.16220405885319797,1.1761002104964493 (0.9896248999810173 - 1.3977131185324103),1.8415567069356298,0.06554001862611733
207990_x_at,0.10206089168499338,1.107450904226479 (0.8020432937320179 - 1.5291537437651488),0.6199704049862594,0.5352772715244076
207991_x_at,0.003388856993251829,1.0033946056610823 (0.7155476985295047 - 1.4070351099427716),0.01964542650393662,0.9843262257052833
207992_s_at,0.09691526968729644,1.1017670166021385 (0.6787106504148296 - 1.7885244000966303),0.3920742705590329,0.6950033377679834
207993_s_at,-0.0705465459764066,0.9318843630487318 (0.6742923580534668 - 1.287881222029038),-0.42735542353655875,0.6691204700212119
207994_s_at,0.0160145029889405,1.0161434224160464 (0.7897790606136834 - 1.307387732104563),0.12454677924889401,0.9008823641988487
207995_s_at,-0.07620775562546982,0.9266236752791137 (0.7022879979849426 - 1.2226201188848764),-0.5388251372701031,0.5900075169509407
207996_s_at,-0.012425492865493869,0.987651384827143 (0.7513771740519688 - 1.298223171580544),-0.08906933500585205,0.9290268076273135
207998_s_at,-0.23852032164216844,0.7877926788535504 (0.6260652972971559 - 0.991298044364665),-2.0345141632825134,0.04189978206133491
207999_s_at,0.3576377505179331,1.4299475288946344 (0.7989271867734615 - 2.559369576155964),1.2041387260497554,0.2285359641149078
208000_at,0.2007479510234643,1.2223166493335123 (0.8864219789651415 - 1.6854929443222415),1.2245451707041148,0.2207466371112663
208002_s_at,0.45319578639691305,1.5733321934027054 (1.1099148211680427 - 2.2302379818591436),2.545759723393947,0.01090402141768249
208003_s_at,-0.24062143508044842,0.786139174777557 (0.5565880721167938 - 1.11036300107821),-1.3657626417498934,0.17201347562662617
208004_at,-0.15601936969003682,0.8555426186151882 (0.6959391704140778 - 1.0517487783184087),-1.481023574205834,0.13860029164438933
208005_at,0.0975344520579229,1.1024494225604238 (0.8671549920340046 - 1.40158880531031),0.7962778319332009,0.4258705674926073
208006_at,-0.06496723314647726,0.9370981686327714 (0.8054873579918428 - 1.0902132341893158),-0.8413703219627732,0.4001405062259872
208007_at,0.12702565698420326,1.1354461495316905 (0.9052850174782292 - 1.424123821332707),1.099035438654984,0.2717526084377037
208008_at,-0.01740305689629067,0.9827475016402805 (0.7413006293241076 - 1.3028353326244841),-0.12097837241281749,0.903708165671677
208009_s_at,0.010238587519723152,1.0102911811986652 (0.6237280475520156 - 1.6364315743275508),0.04160920452682624,0.9668102354468197
208010_s_at,-0.15146675271521612,0.859446456059005 (0.7432928093126349 - 0.9937513205804499),-2.0445765238890403,0.04089662592802938
208011_at,0.03798576994689762,1.038716451783063 (0.8829356350694824 - 1.2219824688805203),0.45819014279342635,0.646815841064826
208012_x_at,0.0520863286831901,1.0534666829794492 (0.6874260097770741 - 1.6144167319296205),0.2391434529505104,0.8109943485160225
208013_s_at,0.013957154751022811,1.0140550105683166 (0.7862710866457394 - 1.3078282820312084),0.10752499463814855,0.914372497414032
208014_x_at,0.07309977084811663,1.0758378688169248 (0.8527460389712225 - 1.357294044281808),0.6165106070108981,0.5375575734925063
208015_at,0.1511744313876483,1.1631995388965963 (0.8321541476048763 - 1.6259405438085996),0.8846993516888312,0.37631880544556284
208016_s_at,-0.03302858376459938,0.967510904089855 (0.8329732180350325 - 1.1237784472122125),-0.43235762964226077,0.6654815078727128
208017_s_at,-0.019379174159091177,0.9808073949078673 (0.8168177296534472 - 1.1777206970202512),-0.20759978139771043,0.835541475065486
208018_s_at,0.06364348349472092,1.0657123869694574 (0.7865151087431672 - 1.4440191664658917),0.4106133747608032,0.6813560549166201
208019_at,-0.09573218507853366,0.9087073488704478 (0.7671791085001561 - 1.076344541635794),-1.1082606619837505,0.2677492592418483
208020_s_at,-0.15301605220489461,0.8581159470478311 (0.66273453745357 - 1.1110979388627147),-1.1607852642259247,0.2457292370491022
208021_s_at,-0.20311696809497726,0.816182768498491 (0.4323600973272234 - 1.5407395726661968),-0.6265577266459792,0.5309491858584741
208022_s_at,-0.11890828789083824,0.8878892272217274 (0.6582019115858035 - 1.1977286390995643),-0.7785784049073572,0.4362281041541771
208023_at,0.09940348284018871,1.1045118612473876 (0.888907701803026 - 1.3724107116652002),0.897137791750359,0.3696453949400378
208024_s_at,0.0025416151976965225,1.0025448478397336 (0.6327959043498738 - 1.5883417781640312),0.010825786410893753,0.9913624408814684
208025_s_at,-0.0835509755235162,0.9198441959366656 (0.7092931851183681 - 1.1928964813854368),-0.6299909080735134,0.528700532786348
208026_at,0.00846855466939108,1.008504514315552 (0.8150898776424018 - 1.2478149751248215),0.07795245882217881,0.9378658702208953
208027_s_at,0.08525849513086325,1.088998531136054 (0.9089901250803978 - 1.304654218010995),0.9248616451123909,0.3550378798072582
208028_s_at,-0.1078241372714198,0.897785469550384 (0.6940089441010721 - 1.1613953338595862),-0.8208757749654264,0.4117170310450159
208029_s_at,0.15466510455030508,1.1672669832391591 (0.9142002931232717 - 1.490386975818356),1.240484388282515,0.2147962850479396
208030_s_at,-0.037471255579708915,0.9632221045839062 (0.6209118613964114 - 1.4942488305384656),-0.16725840919392063,0.867166727741844
208031_s_at,-0.07510173482833113,0.9276491073051342 (0.7122904700534605 - 1.2081207070191824),-0.5572091752869313,0.5773845215600579
208032_s_at,0.045176638093364155,1.046212644595024 (0.8581301660523314 - 1.2755184947591787),0.4467974417054156,0.6550213186175721
208033_s_at,0.29660075660208257,1.3452780988190145 (1.0644294346190633 - 1.7002284081046497),2.4825855183037637,0.013043275543203774
208034_s_at,-0.09532864915751899,0.9090741189248758 (0.7334442875017168 - 1.1267600931408235),-0.8703422765741021,0.38411338172287923
208035_at,-0.13260061052981867,0.8758148134809387 (0.5825855353319377 - 1.3166334228940497),-0.6374933288216923,0.5238035539911005
208036_at,0.3111666784091876,1.3650167210415554 (1.0266959263832065 - 1.8148222865623678),2.141259807308308,0.03225309242569631
208037_s_at,0.34231430395259965,1.4082028316814001 (0.9464015851296499 - 2.0953422377075297),1.688272082168138,0.0913590117842924
208038_at,0.04495510098350849,1.0459808953409238 (0.850019993604777 - 1.2871179991642634),0.4247296346921745,0.671033777974908
208039_at,-0.010313565771425658,0.9897394366767907 (0.7072614121288975 - 1.3850383121633716),-0.06015395553888768,0.9520330174219374
208040_s_at,-0.10271246373360735,0.9023864049994811 (0.6444467451701481 - 1.2635663536680508),-0.5979870944965215,0.5498485442871337
208041_at,5.64594552259948e-05,1.000056461049091 (0.7878555226417687 - 1.2694115818754943),0.0004639827466464587,0.9996297953432548
208042_at,-0.17719604128200706,0.8376155611977979 (0.5195470823939992 - 1.3504066371190644),-0.7271703296484168,0.4671216195957515
208043_at,0.015801122297968276,1.0159266201619745 (0.7989157262470469 - 1.2918845676027872),0.12887852727293786,0.8974537677080656
208044_s_at,0.18201241012721514,1.199629081337001 (0.7449325874824422 - 1.931865992939094),0.7487035965658994,0.4540358754429341
208045_at,-0.05191331470608034,0.9494111632616313 (0.7997727118223149 - 1.1270471517738698),-0.5932343566317304,0.553024322842064
208046_at,0.14405489131245205,1.1549475033692578 (0.946966071620292 - 1.408607737399214),1.422043817846905,0.15501353092798142
208047_s_at,0.07319570087972965,1.0759410789280863 (0.8803648445209106 - 1.3149652811896646),0.715107297935933,0.47454274478452063
208048_at,-0.05729218528539151,0.9443181131959159 (0.7271925418610434 - 1.226273163676496),-0.4297846794402004,0.6673522784730254
208049_s_at,0.004408938033124385,1.004418671700202 (0.825480597991699 - 1.2221448578130518),0.044043974020569275,0.9648693516577346
208050_s_at,0.10385343538316492,1.109437838667253 (0.6927847470257045 - 1.7766735239928677),0.4322649954679682,0.6655488253730777
208051_s_at,0.053844132371382164,1.0553200990937837 (0.7063966088262287 - 1.5765937967933823),0.2628964339030974,0.7926304049971729
208052_x_at,-0.31290288418430723,0.7313209319491131 (0.3563504920517804 - 1.5008546850251143),-0.8530342084830469,0.393640334119596
208053_at,0.044388898469245756,1.0453888259595143 (0.7918997334422371 - 1.3800204133049196),0.31327943726816826,0.754068371096327
208054_at,-0.05052398133526355,0.9507311285969995 (0.8008739656864649 - 1.128629119699952),-0.5773130431991497,0.5637280041575964
208055_s_at,0.05751143102585091,1.0591973782981432 (0.7839675655699759 - 1.4310529356887287),0.3746117822716607,0.7079492091442205
208056_s_at,-8.352346633312452e-05,0.9999164800216545 (0.7249410721946158 - 1.379192054868817),-0.0005090561648667613,0.9995938319630135
208057_s_at,0.13457266376354485,1.1440477868000334 (0.9312467496504516 - 1.4054764099561547),1.281598053047235,0.19998368352770698
208058_s_at,-0.14598478119658778,0.8641708547309198 (0.6615617679532696 - 1.1288307492084688),-1.0709584652679587,0.2841881056651792
208059_at,0.044797237540324504,1.04581578622797 (0.8450083633086367 - 1.2943429985013595),0.4118128737449183,0.6804765846854832
208060_at,-0.05457883250382154,0.9468838606899462 (0.7370349131056934 - 1.2164811051583435),-0.426965916483581,0.6694041530434922
208061_at,0.12771458668857255,1.1362286616287787 (0.9287602208090618 - 1.3900418456575323),1.2415281370564792,0.21441071052035007
208062_s_at,-0.19458244739935485,0.8231783065480585 (0.6713141958960952 - 1.0093969835790728),-1.8700740575539054,0.06147353444859549
208063_s_at,-0.025753274091067445,0.9745755129774554 (0.8316325102603647 - 1.1420879039443887),-0.3182337693930676,0.7503076189327175
208064_s_at,-0.027484445167564618,0.9728898155738173 (0.7918379188463233 - 1.1953388069951119),-0.2616067565126135,0.7936246344465555
208065_at,0.06743724698231049,1.069763126627117 (0.9127954283024591 - 1.2537235744259503),0.8329591779609508,0.4048677524991242
208066_s_at,-0.9587543004113647,0.3833701526894202 (0.19800270450461235 - 0.7422760933534911),-2.8440535738424297,0.004454355760092006
208067_x_at,-0.14722327569813026,0.8631012463677006 (0.6967448427115238 - 1.0691772881768),-1.3476653447931566,0.1777660431277367
208068_x_at,-0.18602221767738752,0.8302551484359765 (0.6379768556090905 - 1.0804837282793478),-1.384031380975889,0.1663488461172964
208069_x_at,-0.400056521257332,0.6702821597745222 (0.4708790268095197 - 0.9541265338490864),-2.220622589063049,0.026376534514258903
208070_s_at,-0.1974441587312898,0.8208259753118311 (0.5706838264553048 - 1.1806104370111956),-1.0646746172036958,0.28702320035558726
208071_s_at,0.003631874743099877,1.003638477991812 (0.8304262589845244 - 1.2129797000127043),0.037574125627005066,0.9700272381078237
208072_s_at,-0.15962521614101927,0.8524632185586353 (0.5750433243318831 - 1.2637196333679035),-0.7946960904776276,0.42679030707051724
208073_x_at,-0.011576187503820574,0.9884905587507543 (0.6744397545370842 - 1.4487781572277585),-0.05934895148111457,0.952674172154645
208074_s_at,0.3139554989596087,1.3688288208853336 (0.8095955372942166 - 2.31435606370618),1.1716862165864477,0.24132305887224598
208075_s_at,0.09160699978234692,1.0959340351223408 (0.9190671520331906 - 1.30683748916767),1.0201322148716956,0.30766576023239167
208076_at,0.09116648163945186,1.0954513626172564 (0.7705329584747174 - 1.5573813873392912),0.5078540251049928,0.6115557188103269
208077_at,0.22411407232861033,1.2512137401528933 (1.0018854123096121 - 1.562589697696482),1.9765767449499665,0.048089492942863
208078_s_at,0.02280468459889755,1.0230666993491806 (0.7830426435387077 - 1.3366647141810324),0.16716868457059758,0.8672373237570311
208079_s_at,0.21339339149843045,1.2378715236051332 (0.9836045093830977 - 1.5578679177808428),1.819044341013561,0.06890466551414012
208080_at,0.11406464059388892,1.1208245733086373 (0.9053771731650824 - 1.387540752480878),1.0472870719240563,0.2949671968578411
208081_s_at,0.026906397203081567,1.0272716427641795 (0.8222578790268559 - 1.2834015397655427),0.23689922251895776,0.8127349731624868
208082_x_at,0.07894290622685086,1.082142536706046 (0.7171634275501102 - 1.6328669655519665),0.3760995256363266,0.7068429069624378
208083_s_at,0.1420592815702184,1.15264497711582 (0.9716050236517019 - 1.367418252199773),1.629536541351328,0.10319948581284336
208084_at,0.10338495738331596,1.108918213173697 (0.9266246494677362 - 1.327074133215319),1.128286197262065,0.2591990707822831
208085_s_at,-0.2823796491366309,0.7539873795311348 (0.5239808780886183 - 1.084957471284058),-1.5208102758036532,0.12830745498671858
208086_s_at,0.06937317421989168,1.0718361161327064 (0.8737239632341892 - 1.314869121357172),0.6653273094161424,0.50584116699009
208087_s_at,-0.04432043289336906,0.9566473670710808 (0.7516357981187585 - 1.2175766338093352),-0.36016829581770077,0.7187212821949401
208088_s_at,0.058083593859258084,1.0598035850792047 (0.8339040653691238 - 1.346897905395824),0.4748936737036513,0.6348627608325426
208089_s_at,-0.370835368924919,0.6901575535865195 (0.41530784478120786 - 1.1469021227457497),-1.4310379072314874,0.15241935126044437
208090_s_at,-0.1248758137429604,0.8826065033770917 (0.7036101680640345 - 1.1071389743370523),-1.0798442408084223,0.28021154666943904
208091_s_at,-0.17581426305335593,0.8387737601470066 (0.5154271089218745 - 1.3649678267461614),-0.7076559729341605,0.47915892448433484
